# epoch	train_loss	dev_loss	dev_score	best_dev_score
1	2.261753	
2	2.238944	
3	2.023780	
4	1.915440	
5	1.639659	
6	1.409379	
7	1.263645	
8	1.170477	
9	1.076572	
10	1.025964	
11	0.977876	
12	0.924141	
13	0.875929	
14	0.880067	
15	0.787905	
16	0.769739	
17	0.747013	
18	0.724726	
19	0.720537	
20	0.725714	
21	0.668452	
22	0.633030	
23	0.622108	
24	0.613849	
25	0.605834	
26	0.614235	
27	0.554324	
28	0.545623	
29	0.531184	
30	0.533367	
31	0.482011	
32	0.473024	
33	0.472847	
34	0.461259	
35	0.463088	
36	0.423766	
37	0.408748	
38	0.415259	
39	0.386683	
40	0.374978	
41	0.369660	
42	0.377886	
43	0.347069	
44	0.341086	
45	0.323837	
46	0.327724	
47	0.305333	
48	0.301874	
49	0.288921	
50	0.290376	
51	0.278800	
52	0.266987	
53	0.263538	
54	0.259602	
55	0.261240	
56	0.248437	
57	0.246446	
58	0.232199	
59	0.217498	
60	0.226921	
61	0.218647	
62	0.207190	
63	0.197799	
64	0.203875	
65	0.188534	
66	0.186726	
67	0.181892	
68	0.179741	
69	0.182979	
70	0.173942	
71	0.185248	
72	0.160910	
73	0.159267	
74	0.169426	
75	0.154653	
76	0.151863	
77	0.154172	
78	0.135420	
79	0.148308	
80	0.139953	
81	0.129424	
82	0.128039	
83	0.128489	
84	0.121224	
85	0.126877	
86	0.124715	
87	0.124872	
88	0.120196	
89	0.120801	
90	0.128615	
91	0.117333	
92	0.106700	
93	0.118768	
94	0.118807	
95	0.117132	
96	0.109828	
97	0.108299	
98	0.106630	
99	0.105508	
100	0.105479	
101	0.112240	
102	0.109165	
103	0.102468	
104	0.100753	
105	0.100415	
106	0.106682	
107	0.100090	
108	0.093322	
109	0.095448	
110	0.102815	
111	0.100223	
112	0.088647	
113	0.091820	
114	0.085374	
115	0.088937	
116	0.088162	
117	0.082173	
118	0.091975	
119	0.083109	
120	0.093301	
121	0.080329	
122	0.087179	
123	0.084059	
124	0.076528	
125	0.080644	
126	0.084069	
127	0.085809	
128	0.083222	
129	0.085612	
130	0.077320	
131	0.088833	
132	0.082801	
133	0.082525	
134	0.077181	
135	0.077194	
136	0.077926	
137	0.083091	
138	0.087024	
139	0.077592	
140	0.079819	
141	0.080818	
142	0.077309	
143	0.079392	
144	0.077919	
145	0.076382	
146	0.083005	
147	0.078596	
148	0.078220	
149	0.081561	
